"","Code","company","details","date","close","x52_high","x52_low","x200_ma","x52_chg_pct","avg_vol","pe_ratio_ttm","market_cap_millions","price_book_mrq","enterprise_value_ebitda","total_cash_per_share_mrq","total_debt_equity_mrq","book_value_per_share_mrq","enterprise_value_millions","float_millions","levered_free_cash_flow_ttm_millions","shares_outstanding_millions","percent_held_by_insiders_percent","trailing_annual_dividend_yield_percent","profit_margin_percent","operating_margin_ttm_percent","quarterly_revenue_growth_yoy_percent","return_on_equity_ttm_percent"
"107","BGT.AX","Bio-Gene Technology Ltd","Bio-Gene Technology Limited is an Australia-based agriculture technology company. The Company is focused on developing and enabling the next generation of novel insecticides to address of insecticide resistance and toxicity. Its novel platform technology is based on a naturally occurring class of chemicals known as beta-triketones. The Company’s products include Flavocide and Qcide. The Flavocide product is based on a class of chemistry identified in extracts of specific Australian native flora. It is based on flavesone, a chemically synthesised nature-identical compound. The Qcide is extracted from the leaves of a rare sub-set of eucalyptus trees which are grown in controlled farming systems by sub-contractors to bio-gene.",2021-02-12,0.14,0.22,0.1,0.15,-3.03,306377,0,23.42,3.88,-8.73,0.04,0.19,0.04,17.91,98.6,-1.01,151.12,30.19,0,0,-1707.19,0,-35.3
"108","BIS.AX","Bisalloy Steel Group","Bisalloy Steel Group Limited is engaged in the processing and sale of quenched and tempered (Q&T) high-tensile and abrasion resistant steel plates. The Company operates through two geographic segments: Australia and Overseas. The Australian operations consist of Bisalloy Steels Pty Limited and Bisalloy Steel Group Limited. Bisalloy Steels Pty Limited distributes wear-grade and high tensile plate through distributors and directly to original equipment manufacturers in both Australia and Overseas. The Overseas operations include PT Bima Bisalloy and Bisalloy (Thailand) Co Limited. These businesses distribute Bisalloy Q&T plate, as well as other steel plate products. The Overseas operations also include the co-operative joint venture Bisalloy Jigang Steel Plate (Shandong) Co. Ltd, which is engaged in marketing and distribution of Q&T steel plate. The Company has a heat treatment facility at Unanderra near Wollongong.",2021-02-12,1.19,127.5,0.61,2.15,13.33,48594,8.08,52.46,1.36,6.73,0.01,39.42,0.85,72.45,24.59,-4,45.42,46.76,4.2,6.08,8.14,13,17.56
"109","BC8.AX","Black Cat Syndicate Limited","Black Cat Syndicate Ltd is an Australia-based company focused on exploration and development of Bulong Gold Field located approximately 25 kilometers (km) east of Kalgoorlie, Western Australia. Bulong Gold project covers approximately 82 square km of the Bulong Gold Field. Its projects also include Queen Margaret Corridor, Anomaly 38, Trump Corridor, Myhree-Boundary Corridor. Anomaly 38 is located on a granted exploration lease (E25/520) and is part of the Greater Woodline alluvial gold field. Trump is primarily located on granted Mining Leases, striking north, it is located approximately 250m west of the Myhree Boundary Corridor. The Myhree prospect is an area of sporadic shafts sitting between the Queen Margaret Corridor and the Trump Corridor. The Company also owns the Black Hills Project, which comprises of approximately 18 square km of tenements located immediately west of the Fingals Fortune open cut mine.",2021-02-12,0.73,1,0.2,0.75,100,93320,0,77.81,5.15,-41.72,0.03,0,0.14,58.82,54.65,-5.06,110.36,39.28,0,0,-1813.38,202.6,-14.75
"110","BDG.AX","Black Dragon Gold Corp.",NA,2021-02-12,0.09,0.15,0.05,0.1,6.25,204891,0,12,3.21,0,0,0,0.03,12.09,91.23,0,133.36,5.5,0,0,0,0,-64.54
"111","BKT.AX","Black Rock Mining Limited","Black Rock Mining Limited, formerly Green Rock Energy Limited, is an Australia-based graphite producer. The Company owns graphite tenure in the Mahenge region, Tanzania. Its segments include Graphite and Corporate. The Company's geographical segments include Tanzania and Australia. Its tenements include PL 7802/2012, Mehenge North, which covers an area of approximately 140 square kilometers; PL 10427/2014, Mehenge southwest, which covers an area of over 210 square kilometers; PL 10426/2014, Mehenge southeast, which covers an area of over 155 square kilometers, and PL 10111/2014, Makonde, which covers an area of over 25 square kilometers. Its Mahenge Project consists of approximately three graphite mineralized structures located within Exploration permit PL7802/2012: Epanko North, Ulanzi and Cascades. Its subsidiaries include Green Heat Resources Pty Ltd, Green Rock Geothermal Pty Ltd and Mahenge Resources Limited.",2021-02-12,0.16,0.19,0.03,0.08,246.94,1938594,0,135.6,5.28,-38.81,0,0,0.04,126.25,402.32,-2.9,713.7,38.52,0,0,-113981.96,-63.9,-15.01
"112","BEM.AX","Blackearth Minerals NL","BlackEarth Minerals NL, formerly Graphite Australia NL, is an Australia-based graphite exploration and development company. The Company focuses on holding interests in approximately eight exploration licenses in Western Australia in over five project locations, covering a total area of approximately 589 square kilometers. Its projects include Yalbra, which is located in Gascoyne, approximately 280 kilometers east of Carnarvon; Donnelly River, which is located in Southwest Western Australia, near Manjimup; Northern Gully, which is located approximately 40 kilometers northeast of Geraldton; Osmond Range, which is located in northwest Kimberley, and Greenhills, which is located in South West Terrane of the Yilgarn Craton, approximately 25 kilometers east of York. Osmond Range covers a series of targets within the Ahern Formation and Helicopter Siltstone. The Greenhills applications cover metamorphic rocks containing a range of graphite occurrences known as the Greenhills Graphitic Zone.",2021-02-12,0.18,0.28,0.02,0.05,316.67,4986050,0,19.89,14.58,-10.61,0.01,0,0.01,23.68,77.54,-1.04,150.41,29.51,0,0,-2697.29,6.1,-117.25
"113","BSX.AX","Blackstone Minerals Limited","Blackstone Minerals Limited is an Australia-based mineral exploration company. The Company intends to hold an interest in various projects located in Western Australia, such as Red Gate Project, Middle Creek Project and Silver Swan South Project. The Red Gate Project consists of a granted exploration license (E 31/1096), which covers an area of approximately 145.2 square kilometers. The Red Gate Project is located approximately 10 kilometers north of the Porphyry Gold Mine, over 140 kilometers northeast of Kalgoorlie. The Middle Creek Project, located in the Pilbara region of Western Australia, consists of approximately 21 prospecting license applications covering over 39.6 square kilometers within the Mosquito Creek Belt. The Silver Swan South Project comprises an exploration license application (E27/545) and six granted prospecting licenses. The Silver Swan South Project is along trend of the nickel sulfide Silver Swan Deposit.",2021-02-12,0.49,0.57,0.08,0.41,180.56,1073435,0,173.79,7.5,-19.24,0.03,2.19,0.07,129.45,145.16,3.75,321.83,36.83,0,0,-20624.69,0,-55.85
"114","BDI.AX","Blina Minerals NL","Blina Minerals NL is an Australia-based resource exploration company. The Company is engaged in exploration activities for gold and iron ore, and assessment of exploration project opportunities. The Company's segments include Australian Exploration and African Exploration. The Company has focus in West Africa with an emphasis on Burkina Faso. With a tenement position in the Birimian gold province of West Africa, the Company is developing exploration projects on gold and various other commodities. The Company focuses on the Diakouli project. The Diakouli project is located approximately 350 kilometers southeast of Ouagadougou in the Tapoa region of eastern Burkina Faso. The Diakouli project covers an area of approximately 145 square kilometers. The exploration permit covers an area of Birimian belt rocks and magnetic interpretation suggests underlying leptynite, basalt, gabbro and diorite rock-types.",2021-02-12,0,0,0,0,0,0,0,6.27,0,0,0,0,0,6.25,3750,-0.2,6270,37.41,0,0,0,0,-191.53
"115","BSL.AX","BlueScope Steel","BlueScope Steel Limited is a steel manufacturing company. The Company offers metal coated and painted steel building products and is also a supplier of engineered building solutions (EBS) to industrial and commercial markets. It operates through segments: North Star BlueScope Steel(North Star); Australian Steel Products(ASP); Building Products Asia & North America(BP); Buildings North America (BNA), and New Zealand & Pacific Steel (NZPac). North Star is a regional supplier of hot-rolled coil in the United States. ASP produces and markets a coated and painted flat steel products, as well as various commodity flat steel products. BP is a provider of metal coated and painted steel building products. BNA provides engineered building solutions, servicing the non-residential construction needs of customers from an engineering and manufacturing base in North America. NZPac includes the New Zealand Steel, Pacific Steel, New Zealand Minerals and BlueScope Pacific Islands business areas.",2021-02-12,17,18.8,8.03,15.26,26.69,1859489,94.29,8977,1.37,10.09,2.78,18.76,13.02,9370,498.64,128.1,503.78,0.79,0.81,0.85,4.54,0,1.78
"116","BMG.AX","BMG Resources","BMG Resources Limited is an Australia-based minerals exploration company. The Company is focused on discovery and development of gold resources and projects located in Tier one and other Western Australian gold districts. The Company’s projects include Abercromby Project, Invincible Project, South Boddington Project and The Treasure Project. The Abercromby Project is located in the Wiluna district. The Invincible Project is located in the gold district of Central Pilbara and hosts more than 12.5 kilometers (km) of the Warrawoona Shear Zone. The South Boddington Project area comprises ground that is located within the Saddleback Greenstone Belt which hosts the Boddington gold mine. The Treasure Project is prospective for base (copper, nickel, zinc, cobalt) and precious (gold, silver) metals in the Troodos Mountains of the Republic of Cyprus.",2021-02-12,0.1,0.16,0.01,0.11,140,710775,0,22.8,47.5,21.9,0,0,0,6.11,3.36,-0.57,239.99,57.44,0,0,-2458.6,135,-251.49
"117","BML.AX","Boab Metals Limited","Boab Metals Limited, formerly Pacifico Minerals Limited, is an Australia-based exploration company. The Company's segments include Australia and Colombia. The Company’s projects include Sorby Hills Project, which is located 50 kilometer (KM) from the regional centre of Kununurra. It is an undeveloped, near-surface sliver-zinc deposit in Australia. The project consists of six sliver-zinx deposits for lease.",2021-02-12,0.45,0.48,0.45,0,0,0,0,72.32,7.2,-20.17,0.02,1.31,0.07,62.98,100.03,-2.12,152.25,0,0,0,-1072.78,64.8,-44.88
"118","BOA.AX","Boadicea Resources","Boadicea Resources Ltd is principally engaged in pursuing exploration activities on its tenements. The Company's projects include Symons Hills Project (nickel, copper and gold), which is located in the Fraser Range Province of Western Australia, east of Norseman and approximately 200 kilometers southeast of Kalgoorlie, and covers an area of over 73 square kilometers; Lake Nerramyne Project (nickel, copper, gold and platinum group elements (PGE)), which is located approximately 160 kilometers northeast of Geraldton in Western Australia and covers an area of over 164 square kilometers; Paraburdoo Project (gold and PGE), which is located approximately 25 kilometers west of township of Paraburdoo in Western Australia and covers an area of over 221 square kilometers, and Calypso Project (gold), which is located approximately 22 kilometers east of Leonora in Western Australia and covers an area of over 475 hectares. It holds interest in approximately four additional exploration licenses.",2021-02-12,0.23,0.39,0.17,0.25,-4.17,33223,10.48,13.67,2.72,-36.8,0.01,3.34,0.08,11.88,31.6,-0.39,62.15,77.57,0,4155.18,-1211.46,108469.2,31.53
